,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
DIFF_GENE_0,0.23853215317552154,-0.018231635316769648,0.35010686703750815,0.3655798498909646,0.5255059238766151,0.09637689124714216,0.588247616397625,0.6866190244060566,1.0904301787002446,1.1024074484843742,1.0303400746803835,0.9445960324920698,1.255645179207767,1.2565708114154819,1.2537862458913902,1.7572948504353296,1.623460227905589,1.497180954653024,1.7267139424070106,1.9043435115021348,2.233190549291152,1.9338320931794062,2.2145669080604753,2.205140314132835,2.3202770254340197,2.6088360686447363,2.4978582031048644,2.49683039139868,2.893413930297074,2.9693650994685568,3.1106902992787413,2.902706181215095,3.2593182008572628,3.050058467204703,3.7017317109723393,3.8431129625614258,3.9570066056448465,3.4893926676754417,3.710831555022091,3.8911427083424432,4.00971643389333,3.982820844543014,4.151896801743506,4.327191777327832,4.701693729890048,4.899437803171676,4.948880870530165,4.612243342839733,4.906845547521912,5.17993059653884
DIFF_GENE_1,0.0951632422138371,0.12349007648254912,0.3028444680705387,0.024692758591707255,-0.17094350196049138,0.1159580537677209,0.2733046462540569,-0.035706227188107065,0.3177791944489716,0.5600663481623878,0.6744800038203469,0.23219933101852128,0.15055574178184392,0.6211343554905419,0.9199727579544477,0.645363933445437,1.1250411290844327,0.8087509769026244,1.1444867186374514,1.0896834664905808,1.3127723840705954,1.4738712378523173,1.9718839659495175,1.874176852242189,2.4790784428195862,2.535351259370363,3.018640131683662,3.3758001784831264,3.2706813784142783,3.4686732229795108,3.6622786532223084,3.7236426707852273,4.000839927525486,4.244167496170204,4.197457702878066,4.178641943996009,4.640439545575854,4.886635940268808,4.592213688646351,4.911819577559378,4.618147184633346,4.843337669304589,4.744618857404389,4.647621250095902,5.06537476695715,5.062980482241949,4.801052257054547,4.753827239326539,5.361296079404967,5.047824451556009
DIFF_GENE_2,-0.37908545012118844,0.18653266612749012,0.19979620637728016,0.08666718018376031,-0.008629203486316406,0.22418628537958574,0.25885220287684657,0.16991358493421965,0.03842145652227652,0.23871620504480495,0.6719561564827683,0.5210922285515561,0.376950039835345,1.0489577012211495,1.1164965963448956,1.75084697313934,1.6237270169173879,1.5360205558224744,1.6041560811797893,2.087887987922398,2.536976073736857,2.665136298116835,2.83181319115046,3.151479392240488,3.1144022887374123,2.811829814248703,3.042344644806804,2.780501105261427,2.731456994353333,2.66024436167226,2.4242338500841063,2.0043716310269053,1.987830049774993,1.8910941220013926,1.4635868505174128,1.2022612196981446,1.3025535749139583,0.7763893349114775,0.32731952756467697,0.504253119446464,0.2301314587528326,0.37960853450880233,0.2975486349251259,0.43434111764026545,0.15395519508447741,0.12375364512385487,-0.025730129881811684,0.25080146968875655,0.10753038385115338,0.3477105211376431
DIFF_GENE_3,2.8879706322862275,3.070146145931227,3.2200069308540136,2.8491048211406973,2.9431987960381285,3.2410153551967977,3.7247869027967027,3.673232028092262,3.4160022760207767,3.794682576954455,4.213441458628208,4.263572349994999,4.023107935119201,3.913517918823758,3.994068843912107,4.718276628535003,4.395775275970444,5.051406004181831,4.539489336924645,5.177621659588274,5.186003901287582,5.142357995350339,5.05518631651653,4.922782841213197,5.36827393523634,5.319027337975302,5.536785693392424,5.841969762981483,5.843267173664828,6.14543674782558,6.091786051542332,5.661118487558698,6.0886574904242625,6.244218214600891,6.692351142570862,6.749350206428055,6.714104495639473,6.656465572223768,6.733477625449766,7.01816201540026,7.165418817866801,7.347024703220241,7.161676397957479,7.611536044770424,7.597659062712689,7.59232402964281,7.737322355977948,7.812237006974024,7.61111653382017,8.143125928366812
DIFF_GENE_4,0.23695875368270608,0.011762351084414015,0.04506812751407156,-0.1221343609706306,-0.1477918389678155,-0.4858830634673399,-0.18914880800492206,-0.10738680553684807,-0.15013457129335994,0.25059645638641603,0.15132196241767426,0.40350061780128005,0.7014832816322478,0.44693509347674926,0.771194678758276,0.749221686301687,0.8828711930006081,0.655484374242179,0.9612327908659086,0.9462325018068123,1.3649652897100328,1.4400742819187822,1.8537338318905228,2.212926191484033,2.296347980707063,2.396983962092925,2.914109732881945,3.143686652930372,3.167221368855549,3.3866186252120385,4.053991856382682,3.9911345625130314,4.33255058740368,4.163984896341231,4.3316503354869536,4.49009257053029,4.362601911355582,4.636358963170587,5.029171275733971,4.668689985981742,4.884854943377246,4.921734252800176,4.372936998364293,4.909798697113753,4.900414478135001,4.861996493004872,4.72991176606949,4.807162832752322,5.0110094765507744,5.168473689286838
STABLE_GENE_5,0.24990947814532732,0.1626934046735184,0.26859513659341694,0.18052373708043712,0.3346348888789946,0.3158329710395729,0.16863172957423794,0.37932703573695675,0.4862227018822293,0.3326360851209934,0.4403165134061653,0.4912772928243141,0.19273967769250883,0.34793577976827195,0.4893471846479368,0.34512713785424726,0.21595178448189278,0.27093272838909094,0.4973385707017488,0.293363437896809,0.27530888165094336,0.2626265321726035,0.1933821036046744,0.4284610738595162,0.13528873181850393,0.30580245296780995,0.33883875744406106,0.20451264512594702,0.4304880022863294,0.4798685189252124,0.4806648816501064,0.4486605984199565,0.4511909716858073,0.42147194319870657,0.008829169120659175,0.3703805913232925,0.34020350602287563,0.46784317466073283,0.4524647208328495,0.36691167178723033,0.18028451226760234,0.03710369947332104,0.39167760483473685,0.09640102969547565,0.06317416760658678,0.08906924483080636,0.30460535238085634,0.10596276267413551,0.01766864205508506,0.3961957822352017
STABLE_GENE_6,0.3316674506866544,0.18234116447467918,0.06723160282067697,0.03770744330278547,0.42719163081780887,0.0773135834006114,0.0666660631506718,0.13694156400121366,0.4063138153245249,0.3403131235962511,0.1823706413378186,0.30788059280547564,0.19347611387706531,0.08313112691298458,0.46023234669283897,0.18143156481660427,0.48908192791075183,0.39347035763785043,0.18125625847084875,0.46985208753491225,0.30425879264395644,0.286975759367709,0.10448773953884966,0.30902063958568265,0.41250469244263693,0.3749091014809554,0.39263633981894874,0.008540261642514924,0.1960541423292067,0.45342483805076034,0.33908994933405584,0.05720269812450646,0.26966207708754886,0.07930869967609377,0.07455666232689062,0.1296016289260592,0.3278600310638642,0.10651707589558507,0.16929568921885468,0.2820849552084207,0.12509120763238363,0.12975651304667046,0.26858757724955307,0.42725151795385946,0.3664348375966191,0.49844565657622864,0.33764296988956355,0.19889524194843228,0.42933088981515255,0.0818466888728705
STABLE_GENE_7,0.10531921230029456,0.3232539735812317,0.4696117925341375,0.24367924814058461,0.31180303594197256,0.06444407215456155,0.3243068420331016,0.46595803337842706,0.4722431234707287,0.4894108273948109,0.1278541473985877,0.40130479790893375,0.42236887708491283,0.35930071232414884,0.22241233046388525,0.42483123633746456,0.4427395448826015,0.20225494303613967,0.37693552953095366,0.24633200450621312,0.48343507082369963,0.3517011131949268,0.17305357564532042,0.1753442379935709,0.041253929397130185,0.31105500772596256,0.23156866667883153,0.479627990865907,0.0943097632772823,0.10001025920325424,0.24041791499813076,0.1757569333806029,0.44830354219046115,0.2264316502761034,0.07652390232281786,0.26745509375493415,0.2594526561456423,0.4439271963461982,0.3327084116509576,0.4970387190294364,0.12070250429984675,0.45884312582226106,0.33926538879860074,0.0005297390005079561,0.07408336585450842,0.33961874760303656,0.2616431793712831,0.25216940089695006,0.3765258235956498,0.25898129949433035
STABLE_GENE_8,0.17235001804858846,0.4855393517391737,0.4376862756050398,0.022230271264504886,0.32062914429023054,0.004726500676143108,0.32801398183329217,0.173497177066548,0.48419868989301773,0.08499544857202146,0.3811642364012967,0.26787828986334794,0.4212879701486998,0.23482640943574584,0.39702558243704766,0.4789654447678814,0.014067319471154305,0.1630051277432839,0.1862250715009539,0.3511533135425766,0.13104412547256072,0.11148911374777964,0.19510578032717013,0.19999704974481097,0.44157910234639347,0.434439594292278,0.2514397261641505,0.006087925145254136,0.0843080059444351,0.436243930193548,0.011727418479965002,0.19668077852230303,0.43014326311298945,0.09884137029423407,0.4742436776336753,0.07261332307238344,0.31713643649674633,0.4414472552052589,0.24988905169530357,0.07296534613172018,0.09641120598922831,0.26732265053127213,0.1473197617233643,0.04933824122098024,0.42572950235573764,0.1468944154858567,0.35897071502602373,0.1576942935432829,0.3481993875939883,0.13041396411855155
STABLE_GENE_9,0.21567365026063334,0.1275901041029065,0.38243466566533013,0.07658972550928023,0.48296685431042374,0.1634612482259737,0.022194470492009788,0.27611462192177894,0.039642123527616924,0.022654271702997275,0.20010218786903405,0.4992255167229812,0.24868609579974277,0.3835775811324019,0.08159838129824909,0.08738616399041427,0.19793833068172784,0.04042337537176782,0.2698347395981083,0.43426835679646925,0.33930982399061016,0.37505683273407736,0.36105988689189833,0.4378419571855194,0.24425670941438987,0.12277298284608329,0.2187203759186534,0.29300871690018826,0.027576691503693074,0.49339942041010987,0.1760724761212778,0.18142438105595537,0.41243946480187776,0.18129269719535046,0.04225053397933476,0.34485626824418447,0.2043729669263633,0.362593452549725,0.24248602198233887,0.40201566826760654,0.36028609578659326,0.14892944527716206,0.4872001057192196,0.42707189434289544,0.48347486967807085,0.16776399501412803,0.2586547337612871,0.16360354144444872,0.1535912722315717,0.04622975040922833
